"pop2023","pop2022","pop2020","pop2010","growth","usps","geoid","ansicode","name","lsad","funcstat","aland","awater","aland_sqmi","awater_sqmi","intptlat","intptlong","slug","metroId","rank","density"
167472,166162,163542,150441,0.00788,"CA",664224,2411768,"Salinas","2",0,60679300,83122,23.428,0.032,36.6902,-121.634,"salinas-ca",41500,167,7148
165972,161571,152769,108755,0.02724,"TN",4751560,2404342,"Murfreesboro","2",0,159826000,353385,61.709,0.136,35.8539,-86.4212,"murfreesboro-tn",34980,168,2690
165317,163367,159467,139966,0.01194,"VA",5101000,1498415,"Alexandria","2",0,38679400,1070220,14.934,0.413,38.8193,-77.0837,"alexandria-va",47900,169,11070
163791,162438,159732,146199,0.00833,"NJ",3457000,885343,"Paterson","2",0,21790100,762699,8.413,0.294,40.9148,-74.1628,"paterson-nj",,170,19469
160701,157752,151854,122363,0.01869,"WA",5305210,2409821,"Bellevue","2",0,86663800,10472200,33.461,4.043,47.5978,-122.156,"bellevue-wa",42660,171,4803
160646,158129,153095,127921,0.01592,"TX",4839148,2411542,"Killeen","2",0,141270000,1690050,54.545,0.653,31.0753,-97.7316,"killeen-tx",28660,172,2945
160521,158949,155805,140081,0.00989,"CA",677000,2412009,"Sunnyvale","2",0,57057400,1817650,22.03,0.702,37.3858,-122.026,"sunnyvale-ca",41940,173,7286
159884,158584,155984,142980,0.0082,"CO",843000,2411614,"Lakewood","2",0,111490000,3039240,43.047,1.173,39.6989,-105.118,"lakewood-co",19740,174,3714
159853,158771,156607,145786,0.00681,"KS",2036000,485601,"Kansas City","2",0,323269000,9237730,124.815,3.567,39.1225,-94.7418,"kansas-city-ks",28140,175,1281
159269,156255,150227,120083,0.01929,"SC",4513330,2404030,"Charleston","2",0,286335000,52332200,110.554,20.206,32.8179,-79.959,"charleston-sc",16700,176,1441
159179,161242,165368,185996,-0.01279,"PR",7206593,2415307,"Bayamon","6",0,69872000,327596,26.978,0.126,18.3801,-66.1633,"bayamon-pr",,177,5900
158564,158088,157136,152374,0.00301,"CA",616350,2410232,"Corona","2",0,103563000,55171,39.986,0.021,33.862,-117.565,"corona-ca",,178,3965
156790,156503,155929,153060,0.00183,"MA",2567000,619388,"Springfield","2",0,82540200,3137280,31.869,1.211,42.1155,-72.54,"springfield-ma",44140,179,4920
156757,155527,153067,140768,0.00791,"FL",1232000,2404719,"Hollywood","2",0,70626800,9130070,27.269,3.525,26.031,-80.1646,"hollywood-fl",,180,5749
156467,153569,147773,118788,0.01887,"CA",662938,2411000,"Roseville","2",0,114163000,0,44.079,0,38.7703,-121.32,"roseville-ca",40900,181,3550
153192,152164,150108,139824,0.00676,"TX",4847892,2411090,"Mesquite","2",0,122382000,479993,47.252,0.185,32.7629,-96.5888,"mesquite-tx",,182,3242
153177,152464,151038,143911,0.00468,"CA",622804,2410455,"Escondido","2",0,96643700,276445,37.314,0.107,33.1331,-117.074,"escondido-ca",,183,4105
152823,152532,151950,149043,0.00191,"TX",4856000,2411380,"Pasadena","2",0,112887000,3550740,43.586,1.371,29.659,-95.1504,"pasadena-tx",,184,3506
152511,152245,151713,149058,0.00175,"CA",658072,2411454,"Pomona","2",0,59523800,26188,22.982,0.01,34.0585,-117.761,"pomona-ca",,185,6636
151847,151078,149540,141853,0.00509,"IL",1751622,2395147,"Naperville","2",0,100520000,1507820,38.811,0.582,41.7492,-88.162,"naperville-il",16980,186,3912
151241,150948,150362,147433,0.00194,"IL",1738570,2395477,"Joliet","2",0,166153000,1758010,64.152,0.679,41.5177,-88.1488,"joliet-il",,187,2358
151227,150078,147780,136286,0.00766,"GA",1369000,2405429,"Savannah","2",0,269126000,12531200,103.91,4.838,32.0419,-81.0513,"savannah-ga",42340,188,1455
150837,148274,143148,117517,0.01729,"AZ",471510,2412016,"Surprise","2",0,279883000,553175,108.063,0.214,33.6706,-112.453,"surprise-az",,189,1396
149980,149538,148654,144229,0.00296,"CT",908000,2378269,"Bridgeport","2",0,41606700,8705770,16.064,3.361,41.1874,-73.1958,"bridgeport-ct",14860,190,9336
149842,145424,136588,92411,0.03038,"WA",5335415,2410185,"Kent","2",0,87411000,1726260,33.75,0.667,47.388,-122.213,"kent-wa",,191,4440
149655,149310,148620,145170,0.00231,"NY",3673000,979539,"Syracuse","2",0,64826300,1504330,25.03,0.581,43.041,-76.1436,"syracuse-ny",45060,192,5979
148797,146487,141867,118772,0.01577,"CO",877290,2412064,"Thornton","2",0,92957800,5328030,35.891,2.057,39.9194,-104.943,"thornton-co",,193,4146
147816,145167,139869,113383,0.01825,"TX",4819972,2410323,"Denton","2",0,249250000,4145650,96.236,1.601,33.2174,-97.1413,"denton-tx",,194,1536
147758,149739,153701,173514,-0.01323,"MS",2836000,2404779,"Jackson","2",0,287712000,5558330,111.086,2.146,32.3158,-90.2128,"jackson-ms",27140,195,1330
147556,147393,147067,145438,0.00111,"CA",680000,2412087,"Torrance","2",0,53150300,80323,20.521,0.031,33.835,-118.341,"torrance-ca",,196,7190
147389,147811,148655,152871,-0.00285,"IL",1765000,2396405,"Rockford","2",0,166740000,2628720,64.379,1.015,42.2593,-89.0635,"rockford-il",40420,197,2289
146466,144772,141384,124442,0.0117,"CA",682954,2412160,"Visalia","2",0,98224000,51434,37.924,0.02,36.328,-119.329,"visalia-ca",47300,198,3862
146155,145309,143617,135161,0.00582,"CA",628000,2410556,"Fullerton","2",0,58095900,32825,22.431,0.013,33.8857,-117.928,"fullerton-ca",,199,6516
146104,144431,141085,124354,0.01158,"FL",1225175,2403676,"Gainesville","2",0,163344000,3041970,63.068,1.175,29.6807,-82.3492,"gainesville-fl",23540,200,2317
